,0
a series,0.6931471805599453
aapl,0.6931471805599453
ability,0.6931471805599453
able,0.6931471805599453
absence,1.791759469228055
absolute,0.6931471805599453
acceleration,0.6931471805599453
access,0.4054651081081644
accessibility,0.6931471805599453
accessible,0.6931471805599453
accessory,0.6931471805599453
accidental,1.791759469228055
acclaim,1.0986122886681098
account,0.6931471805599453
accountability,1.791759469228055
accuracy,0.6931471805599453
accurate,0.6931471805599453
acquisition,0.6931471805599453
action,1.791759469228055
active,0.6931471805599453
activity,0.6931471805599453
actual,0.6931471805599453
ad,0.6931471805599453
adaptability,0.6931471805599453
adaptable,1.791759469228055
adaptation,1.791759469228055
adapter,1.791759469228055
adaptive,0.6931471805599453
addition,0.6931471805599453
additional,0.6931471805599453
address,1.791759469228055
adequate,1.791759469228055
adhesive,1.791759469228055
adjustment,0.6931471805599453
admirable,1.791759469228055
adobe,1.0986122886681098
adopter,0.6931471805599453
adoption,0.6931471805599453
adreno,0.6931471805599453
ads,1.791759469228055
adsense,1.791759469228055
adult,0.6931471805599453
advanced,0.6931471805599453
advancement,0.6931471805599453
advantage,0.6931471805599453
advertising,0.6931471805599453
advice,1.0986122886681098
advocacy,1.791759469228055
adwords,1.791759469228055
aesthetic,0.6931471805599453
afc,1.0986122886681098
affect,1.791759469228055
affecting,1.0986122886681098
affinity,1.791759469228055
affluent,1.0986122886681098
affordability,0.6931471805599453
affordable,0.6931471805599453
aficionado,1.791759469228055
africa,1.0986122886681098
age,0.6931471805599453
aged,1.791759469228055
aggressive,0.6931471805599453
agile,0.6931471805599453
agility,0.6931471805599453
ai,0.6931471805599453
ai assistant,1.0986122886681098
air,0.6931471805599453
airdrop,0.6931471805599453
airpods,0.6931471805599453
airpower,1.0986122886681098
algorithm,0.6931471805599453
algorithms,1.791759469228055
align,1.0986122886681098
allen,1.791759469228055
allow,1.791759469228055
alphabet,0.6931471805599453
alternative,0.6931471805599453
aluminum,0.6931471805599453
amd,0.4054651081081644
america,0.6931471805599453
american,1.0986122886681098
americas,1.791759469228055
amoled,0.6931471805599453
amount,1.0986122886681098
ample,0.6931471805599453
analysis,0.6931471805599453
analytic,1.791759469228055
android,0.6931471805599453
android device,1.0986122886681098
android interface,1.0986122886681098
android operating system,1.0986122886681098
android product,1.0986122886681098
andsamsung,1.0986122886681098
angle,0.6931471805599453
angular,1.791759469228055
animation,0.6931471805599453
announcement,0.6931471805599453
annoying,0.6931471805599453
annual,0.6931471805599453
answer,1.791759469228055
antitrust,1.791759469228055
aperture,1.0986122886681098
app,0.4054651081081644
apparent,0.6931471805599453
appeal,0.6931471805599453
appealing,0.6931471805599453
appearance,0.6931471805599453
apple device,0.6931471805599453
apple iphones,0.6931471805599453
apple product,0.6931471805599453
appliance,0.6931471805599453
applicable,1.0986122886681098
application,0.4054651081081644
approach,0.6931471805599453
approachability,1.791759469228055
approachable,1.0986122886681098
approximate,0.6931471805599453
apps,1.791759469228055
ar,0.6931471805599453
arcade,1.791759469228055
architecture,0.6931471805599453
archive,1.791759469228055
area,0.6931471805599453
arm,0.6931471805599453
array,0.6931471805599453
artifact,1.791759469228055
artificial,0.6931471805599453
artistic,1.791759469228055
arts,1.791759469228055
asia,0.6931471805599453
aspect,0.6931471805599453
asphalt,1.791759469228055
aspirational,1.791759469228055
assessment,0.6931471805599453
assist,1.0986122886681098
assistance,0.6931471805599453
assistant,0.6931471805599453
association,1.791759469228055
assurance,0.6931471805599453
attachment,1.791759469228055
attack,0.6931471805599453
attention,0.6931471805599453
attractive,0.6931471805599453
attribute,1.791759469228055
audience,0.6931471805599453
audio,0.6931471805599453
augmented,1.0986122886681098
australia,1.791759469228055
authentication,0.6931471805599453
authenticity,1.791759469228055
authority,0.6931471805599453
authorized,1.791759469228055
auto,1.791759469228055
autofocus,1.791759469228055
automation,0.6931471805599453
autonomous,1.791759469228055
availability,0.6931471805599453
available,0.6931471805599453
average,0.4054651081081644
aware,0.6931471805599453
back,1.791759469228055
background,0.6931471805599453
backrub,1.791759469228055
backup,0.6931471805599453
backups,1.791759469228055
bad,0.6931471805599453
bag,1.791759469228055
balance,0.6931471805599453
balanced,0.6931471805599453
bank,0.6931471805599453
banking,1.791759469228055
bar,1.791759469228055
barrier,0.6931471805599453
base,0.6931471805599453
basic,0.6931471805599453
basis,1.0986122886681098
battery,0.4054651081081644
battery capacity,0.6931471805599453
battery drain,0.6931471805599453
battery life,0.6931471805599453
battle,0.6931471805599453
beautiful,1.0986122886681098
beginner,0.6931471805599453
beginning,1.0986122886681098
behemoth,1.0986122886681098
bell,1.0986122886681098
benchmark,0.6931471805599453
benchmarks,1.791759469228055
bend,1.791759469228055
bendable,1.791759469228055
beneficial,0.6931471805599453
beneficiary,1.791759469228055
benefit,0.6931471805599453
best,0.4054651081081644
bet,1.0986122886681098
beta,1.791759469228055
bezel,0.6931471805599453
biased,1.791759469228055
big,0.6931471805599453
bill,1.791759469228055
biometric,0.6931471805599453
bionic,0.4054651081081644
bionic chip,1.0986122886681098
bipolar,1.0986122886681098
bit,0.6931471805599453
bite,1.791759469228055
bixby,0.6931471805599453
black,1.0986122886681098
bland,0.6931471805599453
blazing,1.791759469228055
blend,0.6931471805599453
bloat,1.0986122886681098
bloatware,0.6931471805599453
blue,0.6931471805599453
bluetooth,0.6931471805599453
board,1.791759469228055
boasted,1.791759469228055
boasts,1.791759469228055
body,1.0986122886681098
bokeh,0.6931471805599453
bold,1.791759469228055
boost,0.6931471805599453
boot,0.6931471805599453
boring,1.791759469228055
bottlenecked,1.791759469228055
boundary,0.6931471805599453
box,0.6931471805599453
brand,0.6931471805599453
branding,0.6931471805599453
brands,1.791759469228055
breach,0.6931471805599453
breadth,1.0986122886681098
breakdown,0.6931471805599453
brick,1.791759469228055
brief,0.6931471805599453
bright,0.6931471805599453
brightness,0.6931471805599453
brin,1.791759469228055
broad,0.6931471805599453
browser,1.791759469228055
browsing,0.6931471805599453
bubble,0.6931471805599453
budget,0.6931471805599453
buds,0.6931471805599453
bug,0.6931471805599453
buggy,0.6931471805599453
build,0.6931471805599453
build quality,1.0986122886681098
building,1.0986122886681098
buildup,1.791759469228055
bulkier,1.0986122886681098
bulky,0.6931471805599453
burn,1.791759469228055
burnout,1.791759469228055
business,0.6931471805599453
busy,0.6931471805599453
butqualcomm,1.791759469228055
button,0.6931471805599453
buy,0.4054651081081644
buyer,0.6931471805599453
byung,1.791759469228055
c,0.6931471805599453
cable,0.6931471805599453
cadmium,0.6931471805599453
calendar,0.4054651081081644
calibration,1.0986122886681098
california,1.791759469228055
call,0.6931471805599453
calling,1.791759469228055
calmness,1.791759469228055
camera,0.6931471805599453
camera app,1.0986122886681098
camera capability,1.0986122886681098
camera hardware,0.6931471805599453
cameras,0.6931471805599453
campaign,1.791759469228055
canada,1.791759469228055
cancellation,1.791759469228055
capabilities,0.6931471805599453
capability,0.6931471805599453
capable,0.6931471805599453
capacity,0.6931471805599453
capacity loss rate,1.0986122886681098
capture,1.0986122886681098
car,0.6931471805599453
card,0.6931471805599453
card slot,0.6931471805599453
care,0.6931471805599453
careful,1.791759469228055
carrier,0.6931471805599453
case,0.6931471805599453
casing,1.791759469228055
casual,0.6931471805599453
catastrophic,1.0986122886681098
category,0.6931471805599453
cater,0.6931471805599453
cause,1.791759469228055
caveat,0.6931471805599453
cellular,0.6931471805599453
censorship,1.791759469228055
center,0.6931471805599453
centric,0.6931471805599453
centricity,1.0986122886681098
ceramic,0.6931471805599453
certain,0.4054651081081644
certification,1.791759469228055
chain,0.6931471805599453
challenge,0.6931471805599453
challenging,0.6931471805599453
champion,1.0986122886681098
chance,0.6931471805599453
change,0.6931471805599453
changer,1.791759469228055
channel,0.6931471805599453
characteristic,0.6931471805599453
charge,0.6931471805599453
charge level,1.0986122886681098
charger,0.6931471805599453
charging,0.4054651081081644
chart,0.6931471805599453
chat,1.791759469228055
cheap,0.6931471805599453
check,1.0986122886681098
chemistry,0.6931471805599453
chic,1.0986122886681098
child,1.0986122886681098
children,1.791759469228055
china,1.791759469228055
chinese,1.0986122886681098
chip,0.4054651081081644
chipset,0.6931471805599453
choice,0.6931471805599453
choices,0.6931471805599453
choose,1.791759469228055
chrome,0.4054651081081644
chrome device,1.0986122886681098
chromebook,0.6931471805599453
chromebooks,0.6931471805599453
chromecast,1.0986122886681098
chul,1.791759469228055
cinebench,0.6931471805599453
circle,1.791759469228055
circuit,1.791759469228055
circular,1.791759469228055
claim,0.6931471805599453
clarity,1.0986122886681098
class,0.6931471805599453
classic,1.791759469228055
clean,0.6931471805599453
cleanliness,1.791759469228055
clear,0.6931471805599453
client,1.791759469228055
clock,0.6931471805599453
close,0.6931471805599453
closed,0.6931471805599453
cloud,0.4054651081081644
clunky,1.791759469228055
clutter,0.6931471805599453
cluttered,0.6931471805599453
cnet,0.6931471805599453
coating,1.791759469228055
cohesion,1.0986122886681098
cohesive,0.6931471805599453
collaboration,1.791759469228055
collaborative,1.791759469228055
collection,0.6931471805599453
college,1.791759469228055
color,0.6931471805599453
color option,1.0986122886681098
colorful,0.6931471805599453
combination,0.6931471805599453
comfort,1.791759469228055
comfortable,1.0986122886681098
command,0.6931471805599453
commerce,0.6931471805599453
commitment,0.6931471805599453
committed,1.791759469228055
common,1.0986122886681098
community,0.6931471805599453
commute,1.791759469228055
compact,0.6931471805599453
company,0.6931471805599453
comparable,0.6931471805599453
comparison,0.6931471805599453
compatibility,0.6931471805599453
compatible,0.4054651081081644
compelling,0.6931471805599453
competition,0.6931471805599453
competitive,0.6931471805599453
competitiveness,0.6931471805599453
competitor,0.6931471805599453
competitors,0.6931471805599453
complaint,0.6931471805599453
complete,1.791759469228055
complex,0.6931471805599453
complexity,0.6931471805599453
complicated,0.6931471805599453
component,0.6931471805599453
components,0.6931471805599453
comprehensive,0.6931471805599453
compromise,0.6931471805599453
computational,1.0986122886681098
computer,0.6931471805599453
computing,0.6931471805599453
con,0.6931471805599453
concept,1.0986122886681098
concern,0.6931471805599453
concerned,1.0986122886681098
concerns,1.791759469228055
concise,1.791759469228055
conclusion,0.6931471805599453
concrete,0.6931471805599453
condensation,1.791759469228055
condition,0.6931471805599453
confidence,1.0986122886681098
confident,1.791759469228055
configuration,0.6931471805599453
confusing,1.0986122886681098
confusion,1.0986122886681098
conglomerate,1.0986122886681098
connected,1.0986122886681098
connection,0.6931471805599453
connectivity,0.6931471805599453
connector,1.791759469228055
cons,1.791759469228055
conscious,0.6931471805599453
consensus,1.791759469228055
conservative,1.0986122886681098
consideration,0.6931471805599453
considerations,0.6931471805599453
consistency,0.6931471805599453
consistent,0.6931471805599453
console,1.791759469228055
constant,0.6931471805599453
constraint,0.6931471805599453
construction,0.6931471805599453
consumer,0.6931471805599453
consumerism,1.0986122886681098
consumers,1.0986122886681098
consumption,0.6931471805599453
contact,1.791759469228055
contemporary,0.6931471805599453
contender,0.6931471805599453
content,0.6931471805599453
contention,0.6931471805599453
contentious,1.791759469228055
context,0.6931471805599453
continual,1.0986122886681098
continuity,0.6931471805599453
continuous,0.6931471805599453
continuously,0.6931471805599453
contrast,0.6931471805599453
contrasting,0.6931471805599453
contribute,1.791759469228055
control,0.6931471805599453
controversy,1.791759469228055
convenience,0.6931471805599453
convenient,0.6931471805599453
conversational,1.0986122886681098
cook,1.791759469228055
cool,1.0986122886681098
copy,1.791759469228055
core,0.6931471805599453
cores,1.791759469228055
corporation,1.791759469228055
cortex,1.791759469228055
cosmetic,1.0986122886681098
cost,0.6931471805599453
costly,1.791759469228055
council,1.791759469228055
count,0.6931471805599453
counterpart,0.6931471805599453
country,0.6931471805599453
coverage,0.6931471805599453
coveted,1.791759469228055
cpu,0.6931471805599453
cpu performance,0.6931471805599453
crack,0.6931471805599453
cracking,1.0986122886681098
craftsmanship,0.6931471805599453
crash,0.6931471805599453
cream,1.791759469228055
creation,1.0986122886681098
creative,0.4054651081081644
creativity,0.6931471805599453
creator,1.0986122886681098
credibility,1.0986122886681098
crisp,0.6931471805599453
criterion,0.6931471805599453
critic,0.6931471805599453
critical,0.6931471805599453
criticism,0.6931471805599453
cross,1.0986122886681098
crucial,0.6931471805599453
cuda,1.791759469228055
culture,1.0986122886681098
cupertino,1.791759469228055
curiosity,1.791759469228055
curious,1.791759469228055
current,0.6931471805599453
curve,0.6931471805599453
curved,1.0986122886681098
custom,0.6931471805599453
customer,0.6931471805599453
customer support,1.0986122886681098
customizability,0.6931471805599453
customizable,0.6931471805599453
customization,0.6931471805599453
customization option,0.6931471805599453
customizeable,1.791759469228055
customizing,1.791759469228055
cut,1.0986122886681098
cutoff,1.0986122886681098
cutting,0.6931471805599453
cyber,1.791759469228055
cybersecurity,1.791759469228055
cycle,0.6931471805599453
daily,0.6931471805599453
damage,0.6931471805599453
daps,1.0986122886681098
dark,1.791759469228055
dash,1.791759469228055
data,0.6931471805599453
date,0.6931471805599453
datum,0.6931471805599453
day,0.4054651081081644
daydream,1.0986122886681098
daylight,1.791759469228055
deal,1.0986122886681098
debacle,1.791759469228055
debate,1.791759469228055
debut,1.791759469228055
decade,1.0986122886681098
decent,0.6931471805599453
decision,0.6931471805599453
decline,1.791759469228055
dedicated,0.6931471805599453
dedication,1.791759469228055
deep,1.0986122886681098
deepmind,1.791759469228055
default,0.6931471805599453
defect,0.6931471805599453
defective,1.0986122886681098
definitive,0.6931471805599453
degradation,0.6931471805599453
degree,0.6931471805599453
delay,0.6931471805599453
delayed,1.0986122886681098
delete,1.791759469228055
deliberate,0.6931471805599453
delighted,1.791759469228055
delivery,1.0986122886681098
deloitte,1.791759469228055
demand,1.0986122886681098
demanding,0.6931471805599453
demographic,0.6931471805599453
demographics,1.0986122886681098
density,0.6931471805599453
dent,1.0986122886681098
department,0.6931471805599453
dependable,1.791759469228055
dependence,0.6931471805599453
dependent,1.0986122886681098
deployment,1.0986122886681098
depth,0.6931471805599453
description,0.6931471805599453
deserved,0.6931471805599453
design,0.6931471805599453
design flaw,1.0986122886681098
designer,1.0986122886681098
designing,1.791759469228055
designs,1.791759469228055
desirable,1.0986122886681098
desktop,0.4054651081081644
destination,1.791759469228055
detail,0.6931471805599453
detailed,0.6931471805599453
detection,0.6931471805599453
deterrent,0.6931471805599453
developer,0.6931471805599453
developers,1.791759469228055
development,0.6931471805599453
device,0.0
device ecosystem,1.0986122886681098
devices,0.6931471805599453
dex,0.4054651081081644
difference,0.6931471805599453
differences,0.6931471805599453
different,0.6931471805599453
differentiator,0.6931471805599453
differentiators,0.6931471805599453
difficult,0.6931471805599453
difficulty,0.6931471805599453
digging,1.791759469228055
digital,0.6931471805599453
dimensity,1.791759469228055
direct,1.791759469228055
disability,1.791759469228055
disadvantage,0.6931471805599453
disappointing,1.791759469228055
disaster,1.791759469228055
discharge,1.791759469228055
disconnected,0.6931471805599453
discount,0.6931471805599453
discover,1.791759469228055
discovery,0.6931471805599453
discussion,0.6931471805599453
disjointed,1.791759469228055
display,0.4054651081081644
displays,1.791759469228055
disposable,1.791759469228055
disruption,0.6931471805599453
dissatisfaction,1.0986122886681098
distinct,0.6931471805599453
distinctive,0.6931471805599453
distraction,1.791759469228055
distribution,0.6931471805599453
distributor,1.791759469228055
disturb,1.791759469228055
diverse,0.6931471805599453
diversification,0.6931471805599453
diversified,1.0986122886681098
diversity,1.791759469228055
diy,1.791759469228055
docs,0.6931471805599453
dollar,0.6931471805599453
dominance,0.6931471805599453
dominant,0.6931471805599453
dos,1.791759469228055
double,0.6931471805599453
download,0.6931471805599453
downtime,0.6931471805599453
doze,0.6931471805599453
dozing,1.0986122886681098
drain,0.6931471805599453
drainage,1.0986122886681098
dramatic,1.0986122886681098
drastic,1.0986122886681098
draw,1.791759469228055
drawback,0.6931471805599453
drawings,1.791759469228055
dream,1.0986122886681098
drive,0.4054651081081644
driver,1.791759469228055
drop,0.6931471805599453
dropout,1.0986122886681098
dual,0.6931471805599453
durability,0.6931471805599453
durable,0.6931471805599453
duration,0.6931471805599453
dust,0.6931471805599453
dynamic,0.6931471805599453
dynamics,1.791759469228055
dynamism,1.791759469228055
e,0.6931471805599453
eager,1.791759469228055
earbud,0.6931471805599453
early,0.6931471805599453
earth,1.791759469228055
ease,0.6931471805599453
east,1.791759469228055
easy,0.4054651081081644
eco,0.6931471805599453
ecological,1.791759469228055
economic,1.791759469228055
economy,1.791759469228055
ecosystem,0.4054651081081644
ecosystem integration,0.6931471805599453
edge,0.6931471805599453
edgy,1.791759469228055
editing,0.6931471805599453
editor,1.791759469228055
education,0.6931471805599453
educational,1.0986122886681098
effect,0.6931471805599453
effective,0.6931471805599453
effectiveness,1.791759469228055
efficiency,0.6931471805599453
efficient,0.6931471805599453
effort,0.6931471805599453
effortless,1.0986122886681098
elaborate,1.791759469228055
electronic,0.6931471805599453
electronics,0.6931471805599453
elegance,0.6931471805599453
elegant,0.6931471805599453
element,0.6931471805599453
elevated,1.791759469228055
email,0.6931471805599453
emerge,1.791759469228055
emotional,1.0986122886681098
emphasis,0.6931471805599453
emphasize,1.791759469228055
employs,1.791759469228055
empowerment,1.0986122886681098
enclave,0.6931471805599453
encryption,0.6931471805599453
end,0.4054651081081644
end camera,1.0986122886681098
end device,0.6931471805599453
end option,1.0986122886681098
endurance,0.6931471805599453
energy,0.6931471805599453
engagement,1.791759469228055
engine,0.6931471805599453
engineer,1.0986122886681098
engineering,0.6931471805599453
enhanced,0.6931471805599453
enhancement,0.6931471805599453
enjoyable,1.791759469228055
enterprise,0.6931471805599453
entertainment,1.0986122886681098
enthusiast,0.6931471805599453
enthusiasts,1.791759469228055
entire,1.0986122886681098
entrant,1.791759469228055
entrepreneur,1.0986122886681098
entry,0.6931471805599453
environment,0.6931471805599453
environmental,0.6931471805599453
equal,1.791759469228055
equipment,1.791759469228055
equity,1.791759469228055
equivalent,0.6931471805599453
era,0.6931471805599453
ergonomic,1.791759469228055
ergonomics,0.6931471805599453
erratic,1.791759469228055
error,1.791759469228055
ess,1.791759469228055
essential,0.6931471805599453
established,0.6931471805599453
estate,1.0986122886681098
estimate,0.6931471805599453
estimated,0.6931471805599453
ethos,1.791759469228055
europe,0.6931471805599453
everyday,0.6931471805599453
evident,0.6931471805599453
evolution,0.6931471805599453
evolving,1.791759469228055
ex,0.6931471805599453
exact,1.791759469228055
example,0.6931471805599453
excel,0.6931471805599453
excellence,0.6931471805599453
excellent,0.6931471805599453
excels,1.791759469228055
exception,0.6931471805599453
exceptional,0.4054651081081644
exceptions,1.791759469228055
excessive,1.0986122886681098
excited,0.6931471805599453
excitement,1.0986122886681098
exclusive,0.6931471805599453
exclusivity,0.6931471805599453
execution,1.0986122886681098
executive,1.0986122886681098
exercise,0.6931471805599453
expandability,1.0986122886681098
expandable,0.4054651081081644
expansion,0.6931471805599453
expansive,1.0986122886681098
expectation,0.6931471805599453
expense,0.6931471805599453
expensive,0.6931471805599453
experience,0.4054651081081644
experienced,1.791759469228055
experiences,1.0986122886681098
experiential,1.791759469228055
experimentation,1.791759469228055
expert,0.6931471805599453
expertise,0.6931471805599453
exploit,0.6931471805599453
exploitation,1.0986122886681098
exploration,1.0986122886681098
explosion,1.791759469228055
export,1.791759469228055
exposure,1.791759469228055
expression,1.0986122886681098
extended,0.6931471805599453
extension,1.791759469228055
extensive,0.6931471805599453
extent,0.6931471805599453
exterior,0.6931471805599453
external,0.6931471805599453
extra,0.6931471805599453
extreme,0.6931471805599453
exyno,0.6931471805599453
exynos,0.6931471805599453
exynos chip,1.791759469228055
exynos chipset,0.6931471805599453
exynos processor,0.6931471805599453
eye,1.0986122886681098
face,0.6931471805599453
face id,1.0986122886681098
facebook,1.0986122886681098
facetime,1.791759469228055
facial,0.6931471805599453
fact,1.0986122886681098
factor,0.6931471805599453
factors,0.6931471805599453
failure,0.6931471805599453
fair,0.6931471805599453
familiar,0.6931471805599453
family,1.0986122886681098
famous,0.6931471805599453
fan,0.6931471805599453
fashion,0.6931471805599453
fashionable,1.791759469228055
fast,0.4054651081081644
fastest,0.6931471805599453
fatigue,1.791759469228055
faulty,1.791759469228055
favor,1.791759469228055
favorite,0.6931471805599453
fcc,1.791759469228055
fe,1.791759469228055
feasible,0.6931471805599453
feature,0.1823215567939546
feature addition,1.0986122886681098
featured,1.791759469228055
features,0.6931471805599453
fee,0.6931471805599453
feedback,0.6931471805599453
feel,0.6931471805599453
feeling,1.0986122886681098
few,0.6931471805599453
fi,0.6931471805599453
field,0.6931471805599453
fierce,1.791759469228055
file,0.6931471805599453
film,1.791759469228055
fine,1.791759469228055
finesse,1.0986122886681098
fingerprint,0.6931471805599453
finicky,0.6931471805599453
finish,1.0986122886681098
fire,1.791759469228055
firm,1.791759469228055
firmware,0.6931471805599453
fit,0.6931471805599453
fitness,1.0986122886681098
fix,0.6931471805599453
fixing,1.791759469228055
flagship,0.6931471805599453
