,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6
firmware,-0.04750454761017692,-0.017883630615700155,-0.04376518405057099,0.02132980861284152,0.009770389756715701,-0.0017860601041955893
fitness,-0.02981107699725706,-0.007639558079058903,0.012489586702537744,-0.026870550863243435,-0.0018330625114240241,3.5275487254754025e-05
flagship device,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
flagship model,-0.02051720720858707,-0.02970596966142825,-0.014524706617789686,0.009117642294691381,0.005775879178646713,-0.0005245884401086312
flagship phone,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
flashy,0.02014328445639265,-0.046132980066551185,0.010362843022071655,0.00943185637465631,0.003241461739744064,0.0008047096997550274
flawless,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
flexibility,0.03573998064056938,-0.03873295047789228,0.016092267466920277,0.010689402133311795,0.0015058356292085894,0.0011287484499275394
flexible,-0.0021950773949261215,-0.001929273261607854,-0.0010263765286998706,0.00021213378786038268,0.0003823535670267083,-4.731033486254935e-05
flimsy,-0.03251993938208234,-0.02714443367554369,0.009785190311855997,-0.021881935049094636,0.0007701202735889404,2.654679439678093e-05
foldable,-0.047003698529062464,-0.09800596610673885,-0.07755321441802332,0.07051181679366947,0.02487854698180965,-0.00234351208301301
folding,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
font,0.01839163540782076,-0.0031357137835964816,0.041977380327102166,-0.031107105225922076,-0.007437203175782413,0.0014819171755648445
fps,-0.07630320943020981,0.037441879808124266,-0.09378713863167233,0.044758904185833975,0.012965233615450602,-0.00391514025410118
fragile,0.00562778931752993,-0.07521775078089465,-0.003985843157162996,0.021471789403615903,0.008975772557276787,0.00035708953047067097
fragility,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
fragmentation,-0.01895453708204204,-0.07756624460736707,-0.02643289133441247,0.030979024131604027,0.01324412759885941,-0.0005983396339422799
fragmented,0.0038201355933996286,-0.010443640735995937,0.003740019027111467,0.00035817467025510603,0.0004621827674646292,0.0002139189567087056
friendliness,0.040256114200411745,-0.003840957323028307,0.017073384457507685,0.005407798570482371,-0.0024229612906329252,0.0010267808652064938
friendly,-0.026207984693258614,0.0056449004528613365,-0.02184341123808748,0.00649641554204772,0.0032702170785919396,-0.0010009429598455122
frustrated,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
frustrating,-0.025165090481529765,-0.03550809605786094,-0.019865090931325328,0.013034281826031923,0.007372356636228832,-0.0007087121845134858
frustration,-0.05829775313737424,-0.033374528926705005,-0.06176702370532157,0.0363600127794391,0.014758546223623867,-0.0023675480897924813
functional,0.0287960218141652,0.04287573694291156,-0.00013999464350312313,0.0073006018550021414,-0.004343193703779276,0.00012610314591399827
functionality,0.027193780812914948,-0.0488266835453266,0.012537181146816671,0.011576774576778318,0.0031911705279042625,0.000971391312665106
futuristic,-0.02031230696520712,-0.057892093426754776,-0.020374107958579576,0.02045667867768971,0.009946429677490124,-0.0005427463784425734
g chipset,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
gaming,-0.02024962627660803,-0.012746790018416304,-0.016642785865616967,0.008237907184281395,-0.006856666299721472,0.5910353354852165
garageband,0.05359365298502821,0.04817880688945046,0.006010738138182478,0.013476364136309317,-0.005840279089019007,0.0005889675750578175
gesture,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
gestures,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
glass,0.008142008323432967,-0.006133822779318983,0.00569270890809909,-9.06440634762894e-05,-0.0003332090584535396,0.00030231812276398793
glitch,-0.020402586508037925,-0.06792341079138653,-0.024013862071265695,0.025947525345593105,0.011724498557665806,-0.0005970831811441411
glitchy,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
google play store,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
gps,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
gpu,-0.0004733014051380136,0.020752106020486022,-0.010133554382691756,0.005963398953432,-0.01409024497498244,0.7265095681159849
gpu performance,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
gpus,0.0287960218141652,0.04287573694291156,-0.00013999464350312313,0.0073006018550021414,-0.004343193703779276,0.00012610314591399827
graphics,0.005853583297215763,0.02278458544980183,-0.0027676671296656312,0.0014828122129248522,-0.0018906157139208194,-0.00013049230045100518
groundbreaking,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
hacking,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
hardware,0.008988157960520589,0.014068981245040958,0.0019817939714454626,0.0001406562617703759,-0.001814162863891557,9.526128530235983e-05
hardware reliability,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
hdr,-0.030215765983292286,-0.07392708938715817,-0.0008491054747653185,-0.0010925069455955617,0.007887182366005193,-6.234749615688178e-06
headphone,7.156314738836622e-05,0.02873324469526081,-0.008925342780601045,0.003334366086490205,-0.001425856649577052,-0.0004159533126133134
headset,0.00291934687408864,-0.004022877089714717,0.0024826116047822052,-0.00011791992386720108,-5.238519788271304e-06,0.000131176198893336
healthkit,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
heavy,-0.020355028199339188,-0.02498520784172074,-0.013984619052096161,0.0077591438444982634,0.00516266274775584,-0.0005320195307355885
hefty,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
homekit,0.007548872334252311,-0.03198556935004001,0.005940022225097288,0.0043331262763865504,0.0024201184447036578,0.00044098517605401026
hyperlapse,0.03532091192583236,-0.016712688234336123,0.016772014966176585,0.005544202165184478,-0.0010173686007893712,0.0010252568447985766
icloud,0.0220906035580663,0.05941006516940917,-0.013633045396619824,0.013879317886722082,-0.0036457502046221882,-0.0004435457187327332
iconic,0.015195683747073552,0.04686003450856207,-0.009277741091450091,0.008292124910001317,-0.003177342361952156,-0.00033434070308335236
imaging,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
imessage,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
immersive,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
impressive,-0.01196204754628086,-0.045274389546133845,-0.01649184742511236,0.028604817322971845,-0.28601583424393684,-0.007801837542914603
inaccessible,0.009191117982218285,0.0639576791744048,0.008722452986105864,-0.016048585137970285,-0.008505376042944143,2.8206587303230134e-05
inadequate,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
inbox,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
inclusivity,0.03532091192583236,-0.016712688234336123,0.016772014966176585,0.005544202165184478,-0.0010173686007893712,0.0010252568447985766
incompatibility,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
incompatible,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
inconsistent,-0.013383757306917002,-0.0557570908459307,-0.013034315303664038,0.016489713068118927,0.008391412415683502,-0.0002515659135443348
inconvenience,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
inconvenient,0.024211559883882985,-0.027150660840287315,0.013530492092663143,0.00481383033339954,0.0006205818175805108,0.0008468883634017256
inferior,-0.032299856678947386,-0.04503833834546454,-0.029794252982254493,0.02088133878094144,0.010219008700847772,-0.001038936097920628
innovation,0.011959292509579559,-0.022113847667373877,0.008552901773895146,0.002205168966991228,0.0008967100354084857,0.0005200479775840952
innovations,0.04189490356173899,-0.00391472623303828,0.048435079369765745,-0.024755815757996014,-0.008345086804242065,0.0019702686667818436
innovative,-0.0067460816700768075,-0.05765363822919714,-0.00787386580979681,0.015302616216979693,0.007684340682052563,-6.488723813931073e-06
insecure,0.008308802811086192,0.012343008758038,0.035432122745500595,-0.03301487895933712,-0.007975842717974732,0.0010800458724829108
integration,0.08322477872048292,0.04585241126896709,-0.11226895900075236,-0.14041022638388378,-0.013867411964940693,0.00012309514714883824
intelligent,0.030056471733790883,0.021067306597259562,0.009271013663215772,0.002863423068176323,-0.003747927666295762,0.0005358325899974905
interface,0.004565694894368118,0.0323885485877415,-0.007738998547888786,0.0038629913257090132,-0.0020032019637676603,-0.000344427228840189
interoperability,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
intrusive,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
intuitive,0.020609718048895984,0.024337705441387202,0.004357913547707138,0.0020351459827042677,-0.0032646029832452913,0.00025549221623505147
invasive,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
ion battery,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
ipados,0.0287960218141652,0.04287573694291156,-0.00013999464350312313,0.0073006018550021414,-0.004343193703779276,0.00012610314591399827
iphone battery,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
itunes,0.02940949153183951,0.029385368781755215,0.006156427601030668,0.003996460512486027,-0.004066657184264939,0.00039144562772630516
keyboard,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
lackluster,-0.027178044778865026,-0.0381157216567078,-0.022441087543233457,0.015009386090580168,0.008123953653629076,-0.0007956859910243728
lag,-0.0040418192750349205,-0.005464664245212876,-0.001744215146417015,0.000615219207090267,0.0008839807153106169,-7.255966188291194e-05
laggy,-0.003920572517496437,-0.019519575461366796,-0.0006936453286222437,0.0023509175075016723,0.0022115727356052436,3.533376208929789e-05
laptop,0.00681899592565859,-0.02819212634442218,0.005761922128838732,0.0033866202829666635,0.002034924886037507,0.000406240108815677
latency,-0.0332317976761759,-0.00020926241083928478,-0.027762446610323198,0.009722803974841895,0.004958608266831703,-0.0012315501486387913
launcher,0.011787619008660486,-0.09497536202481405,-0.007014635193248506,0.03158327228455624,0.01175542460110298,0.0004511881137770196
layout,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
lcd,-0.008966156860220875,-0.01640862336333637,-0.004368252894634875,0.0026856329094614804,0.0025208184836358516,-0.00015262602177995878
led,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
lens,0.004729479314866593,-0.031393667863013855,0.004397099072037629,0.004235882423312922,0.002620589264608863,0.0003571266237913858
lense,-0.032299856678947386,-0.04503833834546453,-0.029794252982254497,0.020881338780941436,0.01021900870084777,-0.0010389360979206283
lifespan,-0.012757659538960743,0.033791530041446166,-0.02090699983338653,0.0073481801585049775,0.00017024657629896573,-0.0009561721393897212
light,0.010782227223384629,-0.02331438773165471,0.007969595748049002,0.0023835541634362866,0.0011260026446050658,0.0004946013960584097
lighting,-0.035399700200194346,0.043351040722968415,-0.047559245274390906,0.01976253170343564,0.003962521819169424,-0.002074962243670797
lightning,0.014014099731943215,0.05205792527665813,-0.013279583990098131,0.010619120406224042,-0.0029944421520144747,-0.0004947658705642913
lightning charger,0.008308802811086192,0.012343008758038,0.035432122745500595,-0.03301487895933712,-0.007975842717974732,0.0010800458724829108
lightweight,0.056201468259907884,-0.024444474522206855,0.019809877123842454,0.015217570177100856,-0.0005480342876656863,0.0014175105605767925
lock,0.037282010407658724,0.018242036236777743,0.0123945340580374,0.004187594160708469,-0.003962179273256834,0.0007333341914069065
longevity,-0.011825266034038792,0.002085502891404075,-0.008638705846384119,0.0018148950348909417,0.0012948545376474758,-0.0004133481247102721
lte,-0.02051720720858707,-0.02970596966142825,-0.014524706617789686,0.009117642294691381,0.005775879178646713,-0.0005245884401086312
luxurious,-0.05115761346519832,0.06846561360754498,-0.08484915576268943,0.04339979544242081,0.00815126362386569,-0.003504039063877584
luxury,-0.03955068919335217,0.06079620264022637,-0.02557886832474505,-0.007593246761687351,-0.0021395983159114675,-0.0015739925695157392
magnetic,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
magsafe,0.007021950259917883,0.11240580244219733,-0.07870674141803495,0.06002102102018169,0.0027913587444846496,-0.0028310340816708503
magsafe charging,0.008308802811086192,0.012343008758038,0.035432122745500595,-0.03301487895933712,-0.007975842717974732,0.0010800458724829108
malfunction,-0.0061548601528303645,-0.09055011946493098,-0.019255389521627822,0.033235485889865996,0.013418902079477851,-0.00015725812734132565
malfunctioning,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
maps,0.26213674837431666,-0.1281376965737163,-0.05963062188159943,0.2242495771298571,0.027802047485759734,0.002215158451826957
material,-0.014767590271219598,0.023185558578711168,-0.017471036775230528,0.004914328747632033,0.0006501600570936973,-0.000823303348661279
materials,-0.02132816858187623,0.018549267210609142,0.013837099703954778,-0.028710363663669577,-0.004847495875885787,4.04734901306361e-05
megapixel,-0.0035988624042302027,-0.057135240605346714,-0.005285933456721796,0.014326555659391014,0.007168450067919178,0.0001062527958824252
memorable,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
memory,-0.01078234045086092,-0.003520915350147332,-0.006868891450159659,0.0017026700825600737,0.0015781311933110525,-0.0003181253164235745
messaging,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
metal,0.021636626601921425,-0.02966824564459238,0.012506368550054424,0.004933641347470697,0.0010626173978756492,0.0007980485547759695
microled,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
microsd,-0.018100909582776638,-0.04198401505580946,-0.014102377826513643,0.012362676707733583,0.00705236967021036,-0.00041598937101613493
minimalism,0.02790100470157394,0.015398778493215363,0.010127209894712082,0.001953821382607916,-0.003316249999486965,0.0005644770943647858
minimalist,0.050115717598522284,0.05440867524185196,0.0018968348060246537,0.014484616311279164,-0.005770811364882649,0.0003909601058261605
minimalistic,0.05734083687624381,-0.004160325677979842,0.019544429031929513,0.012178427569043568,-0.0026881984617878507,0.0013150438075009412
mirroring,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
mobility,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
modem,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
modern,-0.013438787814705887,-0.05784840891945997,-0.0136803219037756,0.01750332753944682,0.008740356545039896,-0.00026002879924524945
modular,-0.03165277570982138,-0.025014322774250478,0.014490754484823641,-0.02648779657228785,-0.0003447281497018265,0.00016438864441050812
monitor,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
multimedia,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
multitasking,0.004227777747735028,0.007666030520125837,0.0010149770604070667,-0.00021805041957024025,-0.0009828257495108114,4.161443068860141e-05
music,-0.004871838091488761,0.10770797845427156,-0.08313200114308292,0.05893524099967298,0.004022945201906266,-0.0030848669942783896
navigation,0.08604169093590046,0.00021261632364480732,0.01913382798474166,0.027122804046091603,-0.0028017445443256736,0.0016387438536121473
network,-0.0027598320198284746,-0.016470657425790916,1.849668140099508e-05,0.001679669237471258,0.0017570593286156315,5.444076837667705e-05
networking,-0.012081043065194232,0.03595546774341946,0.013031916219173852,-0.02631481835150215,-0.006492918294491168,3.907097085050856e-05
nfc,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
nlp,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
noise,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
notch,0.000815777079591705,0.06714133615102229,-0.03396806945941581,0.02112336718745057,-0.0008393065656218499,-0.001349568758115773
notebook,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
notification,0.012622165128213054,0.01853135561123986,0.002513400160496036,0.0007010084020801146,-0.002363459440407761,0.00013242644390565182
npu,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
offline,-0.05317137492742309,-0.03814834145674829,0.017271514037711287,-0.038240219416664584,0.00034128066330272564,4.736001335676978e-05
oled,0.0032027910674459555,-0.015592450865872645,0.0037196145290017057,0.0010406893427898562,0.0010188353236497809,0.00023323875326976796
operating system,0.006446579219968189,-0.02619449341971278,0.005634028899207861,0.0029283593024662146,0.0018386657135565124,0.0003870894352296743
optical,-0.05374931894342675,-0.05845149322584393,-0.06449673187608816,0.04633780244018429,0.018042975298022273,-0.00225625838025331
optimization software,0.03532091192583236,-0.016712688234336123,0.016772014966176585,0.005544202165184478,-0.0010173686007893712,0.0010252568447985766
optimized,0.018673452543071376,0.08454622387112039,-0.03729170110118398,0.030627612965312658,-0.0019220966907515867,-0.0013172685719852982
os,0.035496012757688114,-0.037405941884643946,0.016154505694089983,0.01024105706290006,0.0013475872655097797,0.0011203998434541522
outdated,-0.05047865140292994,0.004199362944105902,-0.048444034450041286,0.02010960420306763,0.008231171774091795,-0.0020795067779951766
outperforms,0.024185343424598063,-0.012021041347158343,0.04578747606878991,-0.030061236701794745,-0.007137975929137911,0.001714233929317716
outstanding,0.029935250215440575,0.07962973004864538,-0.025324363308136616,0.02576061884554331,-0.00354634532751067,-0.0007978524548537003
overcharging,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
overheating,-0.058822807854584165,-0.0897433684611126,-0.09246016072912769,0.07734567216446599,0.02669145492287861,-0.0029743474137473216
overpriced,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
packaging,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
panel,-0.09019644669040651,-0.018351341947718317,-0.11084978153007828,0.06497162216233604,0.02211932708421716,-0.00429139228887065
patchy,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
payment,-0.005925930951871241,0.04519260606601383,0.012016561264801757,-0.02379248081983079,-0.0072422985404924515,3.664723339485957e-05
pen,-0.046258319085018665,-0.056679156925946696,-0.0522707226091136,0.03790361406659614,0.015606427842450893,-0.001812350489774957
pencil,0.03237537107284144,0.10084525150955816,-0.04495428777899386,0.04241470284297127,-0.00210318281306669,-0.001458690146835006
performance,-1.602011565696219e-05,-0.006497999878562479,-0.0019598736499177438,0.005409411153344673,-0.066266316175541,0.14368662869372853
performance capability,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
performance tensor chip,0.008308802811086192,0.012343008758038,0.035432122745500595,-0.03301487895933712,-0.007975842717974732,0.0010800458724829108
performant,0.05928072013566107,0.06742956930264289,-0.0025957266985779555,0.02133347990270568,-0.0062418999256640215,0.0003036044959853615
periscope,-0.05690752025604086,-0.023185157788258748,-0.013737316385762905,-0.012422060104917265,0.0045596330222384485,-0.0009919526797061672
personalization,-0.03165277570982138,-0.025014322774250478,0.014490754484823641,-0.02648779657228785,-0.0003447281497018265,0.00016438864441050812
personalized,0.018478470953744962,-0.014298824748592658,0.04432346953622859,-0.031230543570750422,-0.006669476523357855,0.0016119625051802195
phone,0.03664532627338118,-0.06345602281920108,0.0019579896834391185,0.041403900104776924,-0.331738384696942,-0.007679326471857031
photo,0.0629680895637528,0.10183251478584113,-0.02780988228649097,0.04164207923475828,-0.00515906097266187,-0.0005767068064378348
photography,0.007136982613982114,-0.00572968734383981,0.005103832386777689,-0.0001240697112912429,-0.0002753415261322556,0.0002702445260019831
photos,0.1657985055644548,-0.045890161902027604,-0.004354921901288986,0.10201846914459786,0.007443195044232062,0.002193673649173134
picture,-0.09165712809912185,-0.013928367775786203,-0.06488712774532283,0.017820888443580356,0.012910111221773607,-0.0029813263362596493
pixels,0.03474408099597957,-0.03145741658634735,0.016401448482478913,0.008446136084018094,0.00064766313691495,0.0010863101824445257
plastic,-0.04335565412899613,-0.04015485006981773,-0.04233044869710021,0.026428413175104172,0.011956730842150638,-0.0015723306951328107
plasticky,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
platform,0.031299786515351,-0.005105219773837762,0.014967314790342913,0.0029373622178095506,-0.0019748069374883356,0.0008595045771414979
playback,-0.0013976793009685346,-0.016250979103448224,0.0009045155260020014,0.0014899109184527998,0.0015786652936140785,9.637611566220487e-05
playful,0.03532091192583236,-0.016712688234336123,0.016772014966176585,0.005544202165184478,-0.0010173686007893712,0.0010252568447985766
playfulness,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
pleasing,0.048981118032371956,0.10201807544083612,-0.002260874304169393,0.00881037965449692,-0.010161444047446067,-1.1994373449983506e-06
polished,0.004178244054838161,0.012314881207052068,-0.00024649016956210105,0.00010786164064632915,-0.001248743871803975,-2.107759952618168e-05
poor,-0.04955759024233059,-0.04103570731179748,-0.06189997308527567,0.06067407971677501,-0.516584844954549,-0.015639613601370762
popular,0.06942856308753426,-0.03249108217421214,-0.1964650589063673,-0.2852496868606668,-0.014988277091105118,5.388717713026166e-05
port,0.012622165128213054,0.01853135561123986,0.002513400160496036,0.0007010084020801146,-0.002363459440407761,0.00013242644390565182
portability,-0.02704209732025423,0.02988245551581943,-0.03143671622746938,0.010874041984509038,0.0024500540756568078,-0.001423742138993209
portable,-0.02051720720858707,-0.02970596966142825,-0.014524706617789686,0.009117642294691381,0.005775879178646713,-0.0005245884401086312
portrait,0.017369370430965335,0.022263088179586,0.0035958167619766362,0.0014534326447498834,-0.0029268978795936275,0.00020365267613350847
power,-0.010378878363959647,-0.0002933672978389843,-0.007082887496673921,0.0015082410667052453,0.001272354077813527,-0.0003367011997397596
powerful,-0.03048825918729241,-0.017559476544067594,-0.023714831009270566,0.010531622232427944,0.006101516740935196,-0.0009849724491857543
powersave,-0.05317137492742309,-0.03814834145674829,0.017271514037711287,-0.038240219416664584,0.00034128066330272564,4.736001335676978e-05
powersaving,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
powershare,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
ppi,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
practicality,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
precise,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
precision,-0.03251993938208234,-0.02714443367554369,0.009785190311855997,-0.021881935049094636,0.0007701202735889404,2.654679439678093e-05
predictable,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
premium,-0.00968656383711506,0.05774185773993806,-0.03440630258715111,0.01774201389059215,0.000160396273454226,-0.0014434500571521972
prestige,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
price,-0.017470510395505588,-0.019202847183074724,-0.011205492995078406,0.005437600226542506,0.004036552393975991,-0.0004452078705121753
price point,-0.019382497017455327,0.014791985501546668,-0.018199840203736935,0.0047818608401336655,0.0016538763170757898,-0.0008574384679757213
price range,0.008308802811086192,0.012343008758038,0.035432122745500595,-0.03301487895933712,-0.007975842717974732,0.0010800458724829108
price tag,0.00291934687408864,-0.004022877089714717,0.0024826116047822052,-0.00011791992386720108,-5.238519788271304e-06,0.000131176198893336
pricey,-0.004040325327810818,0.014258488328212224,-0.006103322084665222,0.0011282501086812772,-0.0004303458448046719,-0.00030668190872367985
