,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6
pricier,-0.00939097454884895,0.001061612181308774,-0.006589287363075202,0.0012875229802673555,0.001041439553045527,-0.00031709063404702
pricing,-0.01901514279607569,0.010096453562602123,-0.016447761453548235,0.004149447654858795,0.0018349762016902265,-0.0007760849883671722
pricy,-0.017094123530803997,0.02213046162991909,-0.018963912327600366,0.005349346514387803,0.0010247790559396593,-0.0008906764096512623
privacy,0.11209838514047235,-0.04401085089134976,0.012284352826068025,0.05640002770267025,0.003554338280963391,0.0020008796122723254
private,-0.021652641383256684,0.046248341363572164,0.0015127949132490086,-0.022022917050960888,-0.005520550122529655,-0.00047487246540363435
processing,0.007288621120549211,0.006286643012563683,0.003083173729836102,-0.00035966611308504694,-0.0011950300811516348,0.000148176043897239
processing power,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
processing speed,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
processor,-0.019744068266997237,-0.0051664030029031655,-0.01540771752245692,0.0057538860414542365,-0.0027265753426680217,0.3171621860290116
processor speed,-0.051779543859055414,0.019737834588926983,-0.053998478643817564,0.021915537196180883,0.00758485763591642,-0.00234262468678157
processors,0.016584376657931714,0.03822884026728758,-0.003687510842905967,0.005165463049296849,-0.0032866960165565426,-0.0001061610763071881
productivity,0.06734174904966626,-0.009374783244317989,0.02019948543345702,0.017895229459444904,-0.0021476937385196252,0.0014874994238079317
professional,0.004084106984053274,-0.0040100997399447995,0.003163725334642993,-0.00017064667179391216,-0.0001242718337265791,0.00016572393232720892
proprietary,0.010823543192198328,0.08139003040784591,-0.03979831755840364,0.02951170340706297,-0.0011817179388844451,-0.001472319288549311
protection,0.006474853112933377,0.019414960262893313,-0.001161362876142763,0.0008750764702477561,-0.0018232906731805523,-5.7368486208891105e-05
qhd,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
qled,-0.045435848422083785,-0.07743881649415199,-0.06160704890997902,0.05159407311636,0.019638104608456566,-0.00196523210502861
qualcomm chip,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
qualcomm snapdragon,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
quality,-0.00951757074412358,-0.00038027886405673275,-0.006419954282754442,0.0013301213554099153,0.0011645936620408833,-0.00030595142712616755
quality display,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
quality product,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
quick,0.019363883889843166,-0.008077239471745214,0.011143937794867368,0.000900104091071387,-0.0010450826834999794,0.0006135832431648332
quickcharge,0.00291934687408864,-0.004022877089714717,0.0024826116047822052,-0.00011791992386720108,-5.238519788271304e-06,0.000131176198893336
radio,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
ram,-0.005670961009138908,-0.005641337544921084,-0.0028428713222477275,0.0008641636899901228,0.0010953886510866044,-0.0001243231725931044
ram capability,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
ram capacity,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
ram option,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
readable,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
realism,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
recharging,0.0022572733752854483,0.08184714756199886,-0.046860815736592315,0.031826400435123504,2.3198543656270125e-05,-0.0017897614110348216
recommendations,-7.831089169896722e-05,0.03339393175753489,-0.011277980710471829,0.004684758992283864,-0.0014871593894333944,-0.0005120642636549037
recording,-0.04620790485043218,-0.006181584458653509,-0.04198783370525151,0.018007461440402803,0.00817599754059367,-0.0017803810881557203
recyclability,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
recycling,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
refined,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
refrigerator,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
reliability,-0.0068960973434858954,-0.007151718160678842,-0.007845839974690358,0.009850045349688625,-0.12767791175489787,-0.00355277983895952
reliability concern,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
reliability issue,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
reliability rating,0.04189490356173899,-0.00391472623303828,0.048435079369765745,-0.024755815757996014,-0.008345086804242065,0.0019702686667818436
reliable,0.007623626215410209,0.007909856715635832,0.002887499271562243,-0.00029946527147140087,-0.0013308145036427963,0.00013789703275351458
reminder,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
rendering,0.016774334393988056,0.032583939558083364,-0.0008621551522793006,0.0035582852428923807,-0.003207795620162306,9.64266523536361e-06
repair,-0.0034662227653562243,0.014625495588378673,-0.02403417924719771,0.033799560549965434,-0.43062624531109217,-0.011758831154342994
repairability,-0.03472642637169707,-0.015082351454607791,-0.02827088617682075,0.012294163650327376,0.0066546560125923075,-0.0011853518617705335
repairable,-0.017132603154666654,-0.007174974471073878,-0.011521125187303811,0.003611189733655372,0.0027941692992664137,-0.0005148493516771243
replaceable,-0.03278158013477444,-0.04743482721633065,0.00576718515111966,-0.014129484485709243,0.0037317854016652163,1.4026066711807886e-05
reputable,0.014858461635909674,-0.06447877436585571,0.0044435471430749555,0.015999968793516985,0.006302967080269526,0.000662938879596196
resistance rating,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
resolution,-0.021519158046335553,-0.04410867171151463,-0.017849333095107306,0.01465104866017365,0.007959691984928687,-0.0005575937301483146
responsive,0.008712129659501518,0.02184641472369441,-0.0007574511241627474,0.0012050914734722598,-0.002141715032674686,-3.053776355484512e-05
responsiveness,0.014248226013344674,0.03554497341505388,-0.0035993947443840784,0.00434391418283977,-0.003035139946633774,-0.00011839990520911108
retina,-0.026489090036556997,0.058762106112834146,-0.05024794169384992,0.024227734018439966,0.0028874615694519283,-0.002125271753141188
retro,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
revolutionary,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
robust,-0.011110348286046645,0.028350430626704563,-0.016852895122553974,0.005265935747862494,8.43283367432467e-06,-0.0007870739113049954
robustness,0.00291934687408864,-0.004022877089714717,0.0024826116047822052,-0.00011791992386720108,-5.238519788271304e-06,0.000131176198893336
rom,-0.00168516701857539,-0.022919279691355647,0.0007957546199995507,0.0027297915107953215,0.002320258915749754,0.00012538486832539578
rooting,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
rugged,-0.041044248359438235,-0.03682979260011576,-0.03845412363892652,0.02318721090277405,0.01088365823661474,-0.0014472212173330928
ruggedness,-7.831089169896722e-05,0.03339393175753489,-0.011277980710471829,0.004684758992283864,-0.0014871593894333944,-0.0005120642636549037
safe,0.0287960218141652,0.04287573694291156,-0.00013999464350312313,0.0073006018550021414,-0.004343193703779276,0.00012610314591399827
satellite,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
satisfying,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
saturation,0.0010609175095764242,0.07014792486326873,-0.036462349375105355,0.023144775982825064,-0.0006903110131647864,-0.0014360198644226027
saving mode,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
scalable,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
scanning,-0.006877602861884136,-0.02863415736951439,-0.0030408786781297424,0.004848668606229333,0.0036167741311959223,-2.1787375872579003e-05
screen,-0.03213596294848193,-0.051237011669789674,-0.031435292351720205,0.0237898834457569,0.011204607935714149,-0.0010518745686739846
seamless,0.05222915289963805,0.06462134675791788,-0.046384834275670965,-0.03089644098478733,-0.007667311076966201,-0.00021236610700658303
search,0.16661810217063297,-0.05444399683250203,-0.006000746928148792,0.10573744240916713,0.008691813687469746,0.0022014486212939815
secure,0.017687110565931054,0.040776948832945276,-0.004433622863885096,0.006003773676004705,-0.003410930666130667,-0.00012798894741916425
security,0.01262846062233961,0.029282559780182106,-0.001582520206691523,0.0026865903396848315,-0.0027537813840322702,-4.571672268171208e-05
security patch,-0.02051720720858707,-0.02970596966142825,-0.014524706617789686,0.009117642294691381,0.005775879178646713,-0.0005245884401086312
selfie,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
semiconductor,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
sensor,-0.03043689769228687,-0.03578323636818935,-0.025546463886243164,0.01588811514582508,0.008427403456456999,-0.0009403551133656822
server,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
setup,-0.013611551046665529,-0.0026024626145648455,-0.00921667218665565,0.0023341911749856065,0.0018956639920811034,-0.00042753702925221976
shape,0.026807573097587162,-0.00201323894044385,0.013196601867169698,0.0016869552256779316,-0.002019026753872491,0.0007345809876504675
sharp,0.01901890177600726,-0.08047540539481507,0.002101512709479249,0.023634423541982127,0.00852443921320447,0.0007320175301253897
signal,-0.021652641383256684,0.046248341363572164,0.0015127949132490086,-0.022022917050960888,-0.005520550122529655,-0.00047487246540363435
simple,0.05405819638070634,-0.014016724068146394,0.019711495214664067,0.012154968156068499,-0.0016824118993731107,0.0013317942674222183
simplicity,0.06769019860483519,-0.00024835793182089317,0.019769800960960947,0.01674707010984771,-0.003053410929525198,0.0014302147068281476
simpllicity,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
siri,2.6257673110295125e-05,0.0531771070728316,-0.02338051810138681,0.012909428031789986,-0.0013387974540104437,-0.0009730098748108193
size,-0.018045202019527973,-0.023878356057572183,-0.011832313067842555,0.006652184702655401,0.004657230409230765,-0.00044573480441586165
sleek,-0.03791025907649549,0.04832738559469647,-0.053602956058764424,0.023442012484833196,0.004543499974523986,-0.0023108994575491183
sleeker,-0.011563203919212983,0.010644534564599548,-0.01050877817120357,0.0021562361431919593,0.0007229758650923145,-0.0005110398605133776
sleekness,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
slim,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
slot,-0.008233848907306641,-0.057566641238526076,-0.009065659428615416,0.015668696191403146,0.007886183110648183,-6.063828211168526e-05
slow,-0.009253488296792331,-0.0069434104878735485,-0.0052700347187403145,0.001598896119395068,0.00166156443801283,-0.00023357611548702995
slowdown,-0.004341952993101192,-0.008240300357411409,-0.0016230886735124597,0.0008698189448613373,0.0011593333838569148,-5.784898726570878e-05
sluggish,-0.02051720720858708,-0.02970596966142825,-0.014524706617789693,0.009117642294691383,0.005775879178646715,-0.0005245884401086314
small,0.0060959502209114716,0.0008543785263805176,0.003528212940966174,-0.00039171135827350477,-0.0007015382425951626,0.00017550843834436474
smartphone,-0.00816943452239877,-0.02445526442252096,-0.003788735104071324,0.0040908562904433425,0.003292223925306613,-8.239714566945602e-05
smartphones,0.056201468259907884,-0.024444474522206855,0.019809877123842454,0.015217570177100856,-0.0005480342876656863,0.0014175105605767925
smartwatch,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
smooth,-0.001194070503299151,-0.004918280462779673,6.427078216651662e-05,0.0002451203901308238,0.0005098829890666105,1.335372984619004e-05
smoother,-0.029834804343916,-0.017452402885665446,-0.023027197022456498,0.010180232792383304,0.005965965467815473,-0.0009571394662991221
snapdragon,-0.021440776741026676,-0.027829559621353608,-0.020102279302076576,0.020257274834189057,-0.18458524533190232,-0.005530514508927741
snapdragon processor,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
snappiness,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
snappy,0.08630881013604338,-0.038896889086791724,0.01762071049461281,0.03630816655166698,0.0017329191643398643,0.0018075821067784475
soc,-0.03661640173009633,-0.022740257601193668,-0.030766028040809083,0.015229256535877901,0.007940318146212004,-0.0012412892370702985
socs,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
software,0.028844183650487628,-0.005527294209793554,-0.029801529399916683,-0.05519650903115175,-0.004385741250084733,0.0004406849379423023
software performance,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
software update,-0.005811826222693306,0.00252226677786154,-0.004289342300991677,0.0006463695673980867,0.00048213832220443334,-0.00021247395143872912
sophisticated,0.009191117982218285,0.0639576791744048,0.008722452986105864,-0.016048585137970285,-0.008505376042944143,2.8206587303230134e-05
sophistication,-0.039660158720564734,0.0788414040382379,-0.08267935647474473,0.0454114328454811,0.006727096342719695,-0.003352005922499213
sound,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
speaker,0.052249073133071235,-0.10404910020866631,0.005425041436453471,0.04269902330047277,0.010781051264381735,0.0013723263412383857
speed,0.0023223410120673305,0.00025052261013554044,0.0014932206306456177,-0.00035942733423918684,0.0019874605367965806,0.00012899908833835047
speeds,-0.03251993938208234,-0.02714443367554369,0.009785190311855997,-0.021881935049094636,0.0007701202735889404,2.654679439678093e-05
speedy,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
ssd,-0.00038669591637906106,0.05257615033192761,0.01091312396433835,-0.02115543829009814,-0.007779858370033239,3.387641674338111e-05
stability,0.06296400750055206,0.061336860842942216,0.0019820250153997567,0.01994949402174801,-0.006412176495110456,0.0005170911263009634
stabilization,-0.034061944418651596,-0.03654161259623508,-0.029829532870095554,0.018333008158214543,0.009286031495052614,-0.0011076556248434336
stable,0.03192567657278848,0.03200289323746189,0.006090049836035955,0.004905763139961366,-0.004313356963170784,0.00040693374389845315
steel,-0.016035172909890212,0.048551241587992316,-0.03281353043154739,0.0145352136965102,0.0007933363814537012,-0.0014267121200744238
storage,-0.01795260737240199,-0.02831879392716203,-0.016751911559907556,0.018519513994899074,-0.17379710001601426,-0.005099893860428545
storage option,-0.02051720720858707,-0.02970596966142825,-0.014524706617789686,0.009117642294691381,0.005775879178646713,-0.0005245884401086312
straightforward,0.06167503831679383,-0.09824402285369936,0.03577170848508129,0.016579854384229136,0.0044901162969506695,0.0023518622725930715
streaming,-0.00932543640838097,0.015987731224724574,-0.010472797225690902,0.002289213680116427,0.00015826302917198605,-0.000510661744374776
streamlined,0.02592699757873059,0.04088266151877239,-0.00041458192687950324,0.006419399306528095,-0.004103108588835371,9.281499873671737e-05
stunning,-0.012564225091484593,0.051690516154349025,-0.032139214928096835,0.015122073675123623,0.00035898784362255545,-0.0013802852536322849
sturdy,-0.032602315971424704,0.024226504340509738,-0.034257738176267774,0.011778736735524768,0.003543979198486016,-0.0015459578826798478
stuttering,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
style,-0.05155502892780594,0.002881484785654105,-0.04960914708145958,0.020940720363349454,0.008584507493496357,-0.0021201781536209067
stylish,-0.09118709263771088,0.01920696160143359,-0.10993029882963602,0.05628557113278469,0.017858453069824597,-0.004478420891606967
stylus,-0.02701878244861664,-0.053821809384100645,-0.026306946851719925,0.021952475334955503,0.010563322763830303,-0.0008230787476497503
subdued,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
subpar,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
surveillance,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
sustainability,-0.04060973211266825,0.007210501596149629,-0.03722726875121765,0.01371023966829283,0.005874984313254576,-0.0016421747895848083
sustainable,0.005900716687878353,0.10630900908426331,-0.0718656342038772,0.05382169818396837,0.0021449659150313163,-0.0026110837130881148
synchronization,0.028772467841130616,0.05820955223035512,-0.009221736559286863,0.013323485180927103,-0.004285896590800492,-0.00022369064283465394
tablet,-0.011507207509943447,-0.06719193841814441,-0.014884537485125486,0.021533249647663278,0.010001936165688277,-0.00022110326332711684
tactile,-0.0035988624042302027,-0.057135240605346714,-0.005285933456721796,0.014326555659391014,0.007168450067919178,0.0001062527958824252
tailwind cpu,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
telephoto,-0.051460402325028,0.015050027331500687,-0.052113263293956456,0.02112395671839337,0.0077393999637685095,-0.002257999656869856
television,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
thermal,-0.05317137492742309,-0.03814834145674829,0.017271514037711287,-0.038240219416664584,0.00034128066330272564,4.736001335676978e-05
thin,-0.007300769387454093,-0.01460332387778513,-0.0032144854051699783,0.0020873930058842075,0.0021225400125118826,-0.0001075328224472936
throttling,-0.01120975684478271,-0.03361116437047829,-0.006821999164512638,0.007231285501239363,0.004831162384670444,-0.00016052023034145377
timeless,-0.015561531139085824,0.018654471958237842,-0.01632861091079829,0.004231550267931793,0.0009175415808401657,-0.0007753036735690869
tizen,-0.05188471932028679,-0.07634082491203727,-0.07132509463072598,0.05754957296320051,0.021297857886251548,-0.0023377303915756804
touch id,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
touchscreen,-0.02051720720858707,-0.02970596966142825,-0.014524706617789686,0.009117642294691381,0.005775879178646713,-0.0005245884401086312
touchscreens,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
touchwiz,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
tough,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
tpu,0.032901805629577494,-0.0023441941293077264,0.015110428666498999,0.0031216175930629743,-0.002285825846506416,0.0008689418388152717
tracker,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
tracking,9.502753944801944e-05,0.05497263920279372,-0.024648314169035825,0.013855384976552573,-0.0012926350708506835,-0.0010190857478890548
treble,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
trendy,-0.05317137492742309,-0.03814834145674829,0.017271514037711287,-0.038240219416664584,0.00034128066330272564,4.736001335676978e-05
truedepth,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
trust,0.08422658065046942,-0.02309765211445177,0.01910009103685048,0.03067978340103612,-0.0002830532758361775,0.001740200211114465
trusted,0.06490427245531345,0.008479106696349445,0.04847520014523291,-0.014855082673789401,-0.009470889720533433,0.002192915301699313
trustworthiness,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
trustworthy,0.0684327096929783,0.018036965735188638,0.017599079827999378,0.015767505952822034,-0.004619282140500184,0.0012774653255269272
tv,-0.03841385292343855,-0.08785123416349973,-0.05706141494252323,0.05286439126910723,0.019975751043608422,-0.0016877027597276563
typography,0.008308802811086192,0.012343008758038,0.035432122745500595,-0.03301487895933712,-0.007975842717974732,0.0010800458724829108
ui,-0.03581700408948965,-0.05554463874060588,-0.03749419946333723,0.028647917281681853,0.01278464235327831,-0.001253058023062598
ui interface,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
understated,-0.053171374927423076,-0.03814834145674827,0.01727151403771128,-0.03824021941666457,0.00034128066330272553,4.736001335676976e-05
underwhelming,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
uninspired,0.03532091192583236,-0.016712688234336123,0.016772014966176585,0.005544202165184478,-0.0010173686007893712,0.0010252568447985766
unpredictable,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
unreliable,-0.026263370856455626,0.005677536299301323,0.013535730212623671,-0.028573960068967473,-0.003441903186042232,3.8949469722718786e-05
unresponsive,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
update cycle,0.00291934687408864,-0.004022877089714717,0.0024826116047822052,-0.00011791992386720108,-5.238519788271304e-06,0.000131176198893336
update policy,0.03532091192583236,-0.016712688234336123,0.016772014966176585,0.005544202165184478,-0.0010173686007893712,0.0010252568447985766
upgradability,-0.010172075202088267,0.03502035780599057,0.016620900229920077,-0.028665408767538106,-0.007053062617346291,0.0001735660000204872
upgradable,-0.027178044778865026,-0.0381157216567078,-0.022441087543233457,0.015009386090580168,0.008123953653629076,-0.0007956859910243728
upgradeable,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
usability,-0.04660642137711628,-0.024508590056295975,-0.0011690507363312087,-0.019092047154155425,0.002421956184271395,-0.0004861779917155769
usb,0.032451265680217764,0.03837833040376779,0.0035660295504942037,0.006457102263051743,-0.004521625666909338,0.0003050285195459578
useful,0.04794378668638889,-0.04200920468198573,0.017882767318337628,0.01608853254528093,0.0016424150756468008,0.0013517727520720255
user experience,-0.004688989281266105,-0.021502846532535008,0.0346494900018212,-0.03267707956451302,-0.004281941614792029,0.0010760665197488137
user interface,-0.02051720720858707,-0.02970596966142825,-0.014524706617789686,0.009117642294691381,0.005775879178646713,-0.0005245884401086312
utilitarian,0.00291934687408864,-0.004022877089714717,0.0024826116047822052,-0.00011791992386720108,-5.238519788271304e-06,0.000131176198893336
ux,-0.05317137492742309,-0.03814834145674829,0.017271514037711287,-0.038240219416664584,0.00034128066330272564,4.736001335676978e-05
versatile,-0.002440598240063867,-0.027971100729815342,0.00012067487311471358,0.003967890878908328,0.0029891500933694674,0.000123196556763988
versatility,-0.023143650835155627,-0.013955116977711407,-0.01641871648988608,0.006547457662480273,0.00439939623255483,-0.0006977589186295999
vibrant,-0.026112935505217153,-0.027314919250420542,-0.01975359661026454,0.01083552523379139,0.006452535249494599,-0.0007612918260247434
video,-0.012260057344585932,-0.009026182967507682,-0.0073528710647125526,0.002451911673310671,0.002252879690249205,-0.0003212982351200015
vivid,-0.03278158013477444,-0.04743482721633065,0.00576718515111966,-0.014129484485709243,0.0037317854016652163,1.4026066711807886e-05
voice,0.03629675851390328,-0.07791438786577971,0.009291153642036611,0.025280341343447164,0.007053791882404403,0.0011460398364056283
vulnerable,-0.014750919663001452,-0.022886611458791856,-0.008951224094742694,0.005373333783042885,0.0040358281662032655,-0.000325070276176368
wallet,-0.027178044778865026,-0.0381157216567078,-0.022441087543233457,0.015009386090580168,0.008123953653629076,-0.0007956859910243728
wallpaper,0.03723891787453816,-0.01848958757091947,0.07046462815455447,-0.04625457843654111,-0.010985906648065856,0.002638301701024169
warranty,-0.023006782168015622,0.0007681010286883777,-0.01784956584058906,0.0051977520317275675,0.0030739130076288673,-0.0008171968379195626
watches,-0.019734686518182675,0.05879741525278789,0.02130087268870854,-0.043010902113896195,-0.010615659007960085,6.38635425445944e-05
watchos,0.0022572733752854483,0.08184714756199886,-0.046860815736592315,0.031826400435123504,2.3198543656270125e-05,-0.0017897614110348216
wearable,-0.03442366381855622,-0.08984651547770982,-0.052394965503258804,0.05076669275567918,0.019346931504520784,-0.001489767240752015
wearables,0.014858461635909674,-0.06447877436585571,0.0044435471430749555,0.015999968793516985,0.006302967080269526,0.000662938879596196
weight,0.025227147615443073,-0.015086262185880448,0.044670895906568496,-0.027805965594637494,-0.006583271828702268,0.0017108871084739676
wireless,-0.017039655290386067,-0.008726808977516067,-0.011287730043289026,0.0037292146628878494,0.002919277554703477,-0.0004984871216469279
zoom,-0.01289761942100349,-0.05879239137604356,-0.013464509891362617,0.017761724606369066,0.008807243148629889,-0.0002418372466271333
